P0: controllers.MCTS.MCTSAgentT: iterations:1000, rollout depth:200, K_UCT:1.414, tree depth:10
P0: controllers.MCTS.MCTSAgentT:
P1: SarsaAgt: USESYMMETRY:true, NORMALIZE:false, sigmoid:tanh, lambda:0.0, horizon:1, AFTERSTATE:false, learnFromRM: true
P1: SarsaAgt: alpha_init->final:1.0->0.5, epsilon_init->final:0.1->0.0, gamma: 1.0
Start state = ---------
run, moveNum, player, action, gameScore, nEmptyTile, cumEmptyTl, highestTile
1, 0, 0, -1, +0.00, 0, 0, 0
1, 1, 1, 4, +0.00, 0, 0, 0
1, 2, 0, 8, +0.00, 0, 0, 0
1, 3, 1, 5, +0.00, 0, 0, 0
1, 4, 0, 3, +0.00, 0, 0, 0
1, 5, 1, 7, +0.00, 0, 0, 0
1, 6, 0, 1, +0.00, 0, 0, 0
1, 7, 1, 2, +0.00, 0, 0, 0
1, 8, 0, 6, +0.00, 0, 0, 0
1, 9, 1, 0, +0.00, 0, 0, 0
