TDNTuple3Agt: USESYM:true, P:4, NORMALIZE:false, sigmoid:tanh, lambda:0.25, horizon:4, AFTERSTATE:false, learnFromRM: true
TDNTuple3Agt: alpha_init->final:3.7->3.7, epsilon_init->final:0.1->0.0, gamma: 1.0, fixed n-tuple, mode=1
run, gameNum, evalQ, evalT, actionNum, trnMoves, elapsedTime, movesSecond, lambda, null
0, 5000, -0.84375, -0.37500000000000006, 100870, 95870, 7.715, 13074.53013609851, 0.0, 0.0
0, 10000, -0.46875, -0.9500000000000005, 205693, 195693, 15.251, 13487.18116844797, 0.0, 0.0
0, 15000, -0.375, -0.5000000000000001, 321518, 306518, 23.511, 13675.21585640764, 0.0, 0.0
0, 20000, -0.9375, -0.8750000000000004, 439263, 419263, 32.049, 13705.981465880372, 0.0, 0.0
0, 25000, -0.625, -0.9000000000000005, 562842, 537842, 40.849, 13778.599231315333, 0.0, 0.0
0, 30000, -0.25, -0.7750000000000004, 691543, 661543, 50.009, 13828.370893239216, 0.0, 0.0
0, 35000, -0.4375, -0.6750000000000003, 824323, 789323, 59.443, 13867.452853994584, 0.0, 0.0
0, 40000, -0.25, -0.8750000000000004, 956707, 916707, 68.863, 13892.903300756574, 0.0, 0.0
0, 45000, 0.0625, -0.8250000000000004, 1088381, 1043381, 78.29, 13901.915953506194, 0.0, 0.0
0, 50000, -0.03125, -0.7500000000000003, 1220938, 1170938, 87.715, 13919.37524938722, 0.0, 0.0
0, 55000, -0.03125, -0.8750000000000004, 1355851, 1300851, 97.346, 13928.163458180099, 0.0, 0.0
0, 60000, 0.15625, -0.9500000000000005, 1488864, 1428864, 106.823, 13937.672598597681, 0.0, 0.0
0, 65000, 0.375, -0.8000000000000004, 1627885, 1562885, 116.657, 13954.456226373042, 0.0, 0.0
0, 70000, 0.25, -1.0000000000000004, 1767096, 1697096, 126.574, 13960.97144753267, 0.0, 0.0
0, 75000, 0.71875, -0.9250000000000005, 1905958, 1830958, 136.508, 13962.243971049314, 0.0, 0.0
0, 80000, -0.4375, -0.27499999999999997, 2047126, 1967126, 146.531, 13970.600077799236, 0.0, 0.0
0, 85000, 0.03125, -0.8500000000000004, 2186366, 2101366, 156.388, 13980.394915210885, 0.0, 0.0
0, 90000, -0.1875, -0.8250000000000004, 2327183, 2237183, 166.433, 13982.701747850488, 0.0, 0.0
0, 95000, 0.4375, -0.9000000000000005, 2467279, 2372279, 176.393, 13987.397459082844, 0.0, 0.0
0, 100000, 0.375, -0.9750000000000005, 2609003, 2509003, 186.455, 13992.668472285537, 0.0, 0.0
0, 105000, 0.0, -0.8250000000000004, 2757520, 2652520, 196.865, 14007.162268559672, 0.0, 0.0
0, 110000, 0.125, -1.0000000000000004, 2903981, 2793981, 207.272, 14010.483808715118, 0.0, 0.0
0, 115000, 0.375, -0.9000000000000005, 3050914, 2935914, 217.753, 14010.893076099987, 0.0, 0.0
0, 120000, -0.0625, -0.1, 3199000, 3079000, 228.186, 14019.264985581936, 0.0, 0.0
0, 125000, 0.09375, -0.4500000000000001, 3348179, 3223179, 238.555, 14035.249732766028, 0.0, 0.0
0, 130000, -0.0625, -0.7500000000000003, 3493116, 3363116, 248.757, 14042.282227233805, 0.0, 0.0
0, 135000, 0.03125, -0.9000000000000005, 3638299, 3503299, 259.069, 14043.745102656048, 0.0, 0.0
0, 140000, 0.0625, -0.07500000000000001, 3783831, 3643831, 269.297, 14050.772938428574, 0.0, 0.0
0, 145000, 0.25, -0.47500000000000014, 3929608, 3784608, 279.475, 14060.678057071293, 0.0, 0.0
0, 150000, 0.3125, -1.0000000000000004, 4077991, 3927991, 289.861, 14068.781243423573, 0.0, 0.0
0, 155000, 0.34375, -0.9750000000000005, 4221795, 4066795, 300.043, 14070.633209240008, 0.0, 0.0
0, 160000, 0.1875, -0.9500000000000005, 4366292, 4206292, 310.237, 14074.053062658548, 0.0, 0.0
0, 165000, 0.4375, -6.938893903907228E-18, 4516287, 4351287, 320.758, 14080.044768953541, 0.0, 0.0
0, 170000, 0.40625, -0.175, 4670153, 4500153, 331.365, 14093.682193351742, 0.0, 0.0
0, 175000, 0.1875, 0.325, 4817048, 4642048, 341.689, 14097.755561343794, 0.0, 0.0
0, 180000, 0.4375, -0.5750000000000002, 4967228, 4787228, 352.201, 14103.389825696122, 0.0, 0.0
0, 185000, 0.4375, -0.6750000000000003, 5110766, 4925766, 362.408, 14102.243879826052, 0.0, 0.0
0, 190000, 0.0, -0.8250000000000004, 5259635, 5069635, 372.923, 14103.8096336241, 0.0, 0.0
0, 195000, 0.125, -0.6500000000000002, 5409324, 5214324, 383.528, 14104.117561168936, 0.0, 0.0
0, 200000, 0.0625, -0.7500000000000003, 5568119, 5368119, 394.707, 14106.967953443947, 0.0, 0.0
0, 205000, 0.5, -0.7500000000000003, 5726052, 5521052, 405.832, 14109.41473319009, 0.0, 0.0
0, 210000, 0.28125, -0.6000000000000002, 5879595, 5669595, 416.726, 14109.018875712098, 0.0, 0.0
0, 215000, 0.4375, -0.6000000000000002, 6032055, 5817055, 427.522, 14109.344080538545, 0.0, 0.0
0, 220000, 0.21875, 0.27499999999999997, 6186990, 5966990, 438.342, 14114.527013154113, 0.0, 0.0
0, 225000, 0.25, -0.9250000000000005, 6343847, 6118847, 449.252, 14120.909867958295, 0.0, 0.0
0, 230000, 0.25, -0.9500000000000005, 6505690, 6275690, 460.613, 14123.982605788373, 0.0, 0.0
0, 235000, -0.0625, 0.4750000000000001, 6667536, 6432536, 471.976, 14126.853907825822, 0.0, 0.0
0, 240000, 0.84375, 0.4500000000000001, 6820885, 6580885, 482.612, 14133.268546990128, 0.0, 0.0
0, 245000, 0.4375, 0.3, 6974255, 6729255, 493.255, 14139.248461748994, 0.0, 0.0
0, 250000, 0.375, 0.6250000000000002, 7130181, 6880181, 504.156, 14142.806988313141, 0.0, 0.0
0, 255000, 0.71875, -0.3, 7282509, 7027509, 514.834, 14145.35364797197, 0.0, 0.0
0, 260000, 0.375, -0.8250000000000004, 7433558, 7173558, 525.48, 14146.224404354114, 0.0, 0.0
0, 265000, 0.4375, -0.9250000000000005, 7583656, 7318656, 536.077, 14146.579689111826, 0.0, 0.0
0, 270000, 0.375, -0.47500000000000014, 7738876, 7468876, 547.016, 14147.439928630973, 0.0, 0.0
0, 275000, 0.625, -0.8250000000000004, 7892805, 7617805, 557.882, 14147.803657404254, 0.0, 0.0
0, 280000, 0.6875, -0.9750000000000005, 8053012, 7773012, 569.159, 14148.967160318996, 0.0, 0.0
0, 285000, 0.46875, -0.8250000000000004, 8207756, 7922756, 580.056, 14149.937247438178, 0.0, 0.0
0, 290000, 0.625, 0.22499999999999998, 8367571, 8077571, 591.182, 14153.96781363438, 0.0, 0.0
0, 295000, 0.6875, 0.6000000000000002, 8524468, 8229468, 602.126, 14157.282694984107, 0.0, 0.0
0, 300000, 0.5625, 0.19999999999999998, 8684100, 8384100, 613.239, 14161.036724670152, 0.0, 0.0
0, 305000, 0.5625, 0.6000000000000002, 8839892, 8534892, 624.193, 14162.113320719714, 0.0, 0.0
0, 310000, 0.53125, 0.4000000000000001, 8998257, 8688257, 635.111, 14168.006852345496, 0.0, 0.0
0, 315000, 0.5625, -0.8250000000000004, 9157459, 8842459, 646.065, 14174.2069296433, 0.0, 0.0
0, 320000, 0.6875, 0.27499999999999997, 9317465, 8997465, 657.201, 14177.496686706198, 0.0, 0.0
0, 325000, 0.5625, -0.1, 9480166, 9155166, 668.378, 14183.839085068628, 0.0, 0.0
0, 330000, 0.59375, 0.4250000000000001, 9637653, 9307653, 679.417, 14185.180824147761, 0.0, 0.0
0, 335000, 0.6875, -0.07500000000000001, 9795083, 9460083, 690.365, 14188.267076111912, 0.0, 0.0
0, 340000, 0.6875, 0.049999999999999996, 9953881, 9613881, 701.425, 14190.941298071783, 0.0, 0.0
0, 345000, 0.59375, 0.5750000000000002, 10111696, 9766696, 712.389, 14194.065321053526, 0.0, 0.0
