P0: controllers.MCTS.MCTSAgentT: iterations:1000, rollout depth:200, K_UCT:1.414, tree depth:10
P0: controllers.MCTS.MCTSAgentT:
P1: RandomAgent
P1: controllers.RandomAgent:
P2: RandomAgent
P2: controllers.RandomAgent:
Start state = __________
run, moveNum, player, action, gameScore, nEmptyTile, cumEmptyTl, highestTile
1, 0, 0, -1, +0.00, 0, 0, 0
1, 1, 1, 6, +0.00, 0, 0, 0
1, 2, 2, 9, +0.00, 0, 0, 0
1, 3, 0, 1, +0.00, 0, 0, 0
1, 4, 1, 2, +0.00, 0, 0, 0
1, 5, 2, 4, +0.00, 0, 0, 0
1, 6, 0, 8, +0.00, 0, 0, 0
1, 7, 1, 7, +0.00, 0, 0, 0
1, 8, 2, 0, +0.00, 0, 0, 0
1, 9, 0, 5, +0.00, 0, 0, 0
1, 10, 1, 3, +0.00, 0, 0, 0
